%% https://raw.githubusercontent.com/josefkr/morphcomp/master/wortwarte_lemma_polarity.txt
%% https://raw.githubusercontent.com/josefkr/morphcomp/master/wiktionary_lemma_polarity.txt
%% https://raw.githubusercontent.com/josefkr/morphcomp/master/train_test_lemma_polarity.txt
%% https://raw.githubusercontent.com/artificial-max/polcla/master/polcla/src/main/resources/dictionaries/germanlex.txt
%% https://raw.githubusercontent.com/markuskiller/textblob-de/master/textblob_de/data/de-sentiment.xml
%% https://pcai056.informatik.uni-leipzig.de/downloads/etc/SentiWS/SentiWS_v2.0.zip
%% data/bundestag_sentiments.txt
ängstlichkeit,-0.8333333333333334
angst,-0.8628
angstschweiß,-0.8
angstvoll,-0.8333333333333334
anhaltspunkt,0.0
anhängen,-0.8333333333333334
anhebung,0.501
anherrschen,-0.9333333333333332
animieren,0.9333333333333332
ankerboje,0.0
anklagen,-0.7011999999999999
anknacksen,-0.7333333333333334
ankreiden,-0.8333333333333334
anlageberater,0.0
anlagebetrug,-0.9333333333333332
anlasten,-0.9333333333333332
anleiheablösung,0.8
anliegerstaat,0.0
anlügen,-0.9333333333333332
anmachen,-0.8333333333333334
anmahnen,-0.9333333333333332
anmaßen,-0.9
anmutig,0.9333333333333332
anmut,0.9333333333333332
annehmen,0.7333333333333334
anöden,-0.8333333333333334
anordnen,-0.75
anormal,-0.9333333333333332
anpassen,0.4346666666666667
anpassungsbedarf,-0.8333333333333334
anpassungsfähig,0.7199749999999999
anpassungsvermögen,0.7333333333333334
anpöbeln,-0.9333333333333332
anprangern,-0.9333333333333332
anpreisen,0.7666666666666666
anquatschen,-0.7666666666666666
anrüchig,-0.9333333333333332
anrüchigkeit,-0.8
anrühren,0.675
anschauungsunterricht,0.0
anschnauzen,-0.9333333333333332
anschuldigen,-0.9333333333333332
anschwärzen,-0.9333333333333332
ansehnlich,0.723275
anspornen,0.875
ansprechbar,0.6666666666666666
ansprechen,0.58455
anspruchslos,-0.75
anspruchsvoll,0.5072
anständig,0.724425
anstecken,-0.7333333333333334
anstellen,0.75
anstellig,0.75
anstößig,-0.6016
anstrengen,-0.39185
anteilnahme,0.9333333333333332
antiautoritär,0.6666666666666666
antipathie,-0.7011999999999999
antiquiert,-0.5015999999999999
antisemitisch,-0.9333333333333332
antreiben,0.7333333333333334
antrieb,0.7333333333333334
antriebsarm,-0.75
antriebsscheibe,0.0
anturnen,-0.75
anwendungsmöglichkeit,0.8
anwesenheitsliste,0.0
